lon,lat,height_ortho,classification,surface_height,surface_sigma,dZ
149.51766212497532,-19.559823651067994,-9.043925806147364,40,0.29999999999965044,0.18912529550827356,2.3747141173932373
149.51754727124202,-19.560896248593497,-9.17290709720988,40,0.29999999999965044,0.1731509625126642,2.407494119788876
149.5171891205395,-19.56432297987177,-10.102577575093896,40,0.29999999999965044,0.17254305977710227,2.643765442478474
149.51695268795538,-19.56659822245244,-9.592880489017503,40,0.29999999999965044,0.1752786220871328,2.514228356623966
149.5155923732371,-19.579559062486652,-9.187547461056205,40,0.29999999999965044,0.14475875164321514,2.411214945004758
149.51484017386815,-19.58665403255387,-10.452011453104532,40,0.29999999999965044,0.18448445171849415,2.7325725313318383
149.51395310833908,-19.595044071926228,-11.018275512364696,40,0.199999999999649,0.13202542138712267,2.851071400653264
149.5139081308041,-19.595472449290376,-8.7213029560683,40,0.199999999999649,0.13202542138712267,2.267306743052883
149.5138413101156,-19.59609781739603,-11.751040141331202,40,0.199999999999649,0.13009118541033401,3.037300062927492
149.51383341220065,-19.59616782261492,-8.771799351773083,40,0.199999999999649,0.13009118541033401,2.2801401803719625
149.5134074686689,-19.600203008058294,-11.402261119833852,40,0.39999999999965186,0.14821118991331797,2.9994886298879715
149.5123250301838,-19.610460138288115,-9.974237261629618,40,0.29999999999965044,0.13574468085106373,2.611148717636919
149.5119836846092,-19.613725415962353,-10.305797077323376,40,0.29999999999965044,0.16771361026680184,2.6954130867834007
149.51101086360435,-19.62306173621031,-9.803588790374839,40,0.29999999999965044,0.13981762917933097,2.5677792213846837
149.51042897628295,-19.628669955758102,-8.91879227885287,40,0.29999999999965044,0.17859445519020073,2.3429123649624604
149.50960733595312,-19.63669098777124,-10.331304524151669,40,0.199999999999649,0.14127659574468177,2.676481002125672
149.50960180374994,-19.63674199405856,-8.52508696578547,40,0.199999999999649,0.14127659574468177,2.217439392457422
149.50957025451208,-19.637041857812687,-10.869027935110303,40,0.29999999999965044,0.14520458265139055,2.8385553858278283
149.50936967959777,-19.63900999178194,-9.55940972491696,40,0.199999999999649,0.14083080040526794,2.480307570838054
149.50935967753318,-19.63911255086331,-13.048173922441592,40,0.199999999999649,0.14083080040526794,3.366960400864929
149.5084773645523,-19.64763702186561,-8.17962608084894,40,0.29999999999965044,0.14143870314082985,2.1550565777306114
149.50824850235261,-19.649855969687046,-8.43619445546829,40,0.29999999999965044,0.12462006079027424,2.2202621829950155
149.507720803604,-19.654993652028033,-9.340914541363254,40,0.29999999999965044,0.15609058106258544,2.4501924136850852
149.50770563457314,-19.655146773237476,-13.03609727771427,40,0.29999999999965044,0.1590397087268169,3.389305457744843
149.5074950591355,-19.65712152454787,-7.771978567936465,40,0.29999999999965044,0.1736141749092713,2.0514548412502127
149.50707329175947,-19.661242786170032,-8.30913735943085,40,0.199999999999649,0.13589456456197765,2.16255660314957
149.50691112870604,-19.66279248822897,-11.360266572314934,40,0.199999999999649,0.10409165302782271,2.937986509540034
149.50673017204147,-19.66456648755319,-8.34405029625178,40,0.199999999999649,0.1029013539651833,2.171429524223785
149.5065580143858,-19.666223729547923,-11.072411803714466,40,0.199999999999649,0.09566587864460199,2.8648295447897008
149.50655606304755,-19.66624285529783,-11.467438160601546,40,0.199999999999649,0.09566587864460199,2.9652236040102773
149.50603263993656,-19.671267183481227,-7.63181050669121,40,0.199999999999649,0.12231003039513698,1.9904171716695032
149.50587994956862,-19.672757686595627,-10.40346899479811,40,0.09999999999964757,0.13114119922630607,2.669406381878347
149.505870267579,-19.672853097703324,-9.289134780095637,40,0.09999999999964757,0.13114119922630607,2.3862036698832823
149.5058015885643,-19.673528625767815,-7.576049298213604,40,0.09999999999964757,0.13612968591691935,1.9508311837031198
149.50580093142202,-19.67353501092633,-7.571618121058073,40,0.09999999999964757,0.13612968591691935,1.9497050212411977
149.50579900051693,-19.673554183396416,-8.083265046843593,40,0.09999999999964757,0.13612968591691935,2.0797376381631043
149.50574470420597,-19.674072435353768,-8.004589694986095,40,0.199999999999649,0.12666666666666634,2.085157195406903
149.50572969735032,-19.67421343371031,-8.3666601166003,40,0.199999999999649,0.12666666666666634,2.1771756598200915
149.5057111055854,-19.67438646870285,-7.83488202866139,40,0.199999999999649,0.12666666666666634,2.0420268076978387
149.50569046406542,-19.674578732415625,-8.49353811389291,40,0.199999999999649,0.12666666666666634,2.2094210990263714
149.50565447388874,-19.674911689989838,-7.8647175542417855,40,0.199999999999649,0.12821461609620718,2.0496093703223814
149.50565106672823,-19.674943697836852,-8.439439708885573,40,0.199999999999649,0.12821461609620718,2.1956722554224597
149.50563997654876,-19.6750460449072,-7.914942974232474,40,0.199999999999649,0.12821461609620718,2.06237392376967
149.50563789260846,-19.675065205279562,-7.6500129927478895,40,0.199999999999649,0.12821461609620718,1.9950432367674853
149.50562011214328,-19.675231276214067,-8.485120124603625,40,0.199999999999649,0.12821461609620718,2.207281721577793
149.5056194464895,-19.67523766681657,-8.729842087802979,40,0.199999999999649,0.12821461609620718,2.269476637536224
149.50560986304478,-19.675327017411146,-8.72459527892945,40,0.199999999999649,0.12821461609620718,2.26814318616687
149.50559491234662,-19.675467379874792,-9.56016951146728,40,0.199999999999649,0.12821461609620718,2.4805003831631227
149.50559209560618,-19.675492855690905,-8.410788322022682,40,0.199999999999649,0.12821461609620718,2.188390653156052
149.50558132982334,-19.675594896413067,-9.829162880941453,40,0.199999999999649,0.12821461609620718,2.5488637651078836
149.50557318076653,-19.675671373164235,-9.711303263098422,40,0.199999999999649,0.12821461609620718,2.5189103070919203
149.50555422113422,-19.67584974499966,-9.256210778640423,40,0.199999999999649,0.11519756838905769,2.403250733275163
149.50555349940345,-19.67585609810504,-8.661005131107714,40,0.199999999999649,0.11519756838905769,2.251982065267718
149.50553272868063,-19.67605353726329,-9.462791294371627,40,0.199999999999649,0.11519756838905769,2.455752183119403
149.50550591998072,-19.67630818728094,-8.461326748664959,40,0.199999999999649,0.11519756838905769,2.201234763129567
149.50549867687454,-19.676378257258445,-9.253419636570058,40,0.199999999999649,0.11519756838905769,2.4025413817435397
149.50549665708525,-19.676397352418014,-8.892431814160595,40,0.199999999999649,0.11519756838905769,2.3107980534045325
149.5054609878991,-19.676741339418925,-9.61731817432112,40,0.199999999999649,0.1104905437352253,2.4950244544636786
149.50532391110525,-19.67806273864499,-8.284135951612143,40,0.199999999999649,0.09799392097264406,2.156202566145579
149.50532258287626,-19.678075531657868,-8.331528947969453,40,0.199999999999649,0.09799392097264406,2.1682472694537025
149.50531989778315,-19.678101105745984,-8.068053856451648,40,0.199999999999649,0.09799392097264406,2.101286335342528
149.5053011973849,-19.678280205272557,-7.52152626026384,40,0.199999999999649,0.09799392097264406,1.9623889580570653
149.50530055054261,-19.678286609722484,-7.7665076102240675,40,0.199999999999649,0.09799392097264406,2.0246497961203733
149.5052909166051,-19.67838270285947,-12.30448998314533,40,0.199999999999649,0.09799392097264406,3.177956305781125
149.50529054354448,-19.678382573298453,-7.64672583444203,40,0.199999999999649,0.09799392097264406,1.9942078308601163
149.50520694148702,-19.679188746916132,-10.986580086073857,40,0.199999999999649,0.09308803589065404,2.8430158059437014
149.50513709603086,-19.679859979861384,-9.721793146069139,40,0.199999999999649,0.09687943262411244,2.521576252532704
149.50508177912258,-19.680390310152358,-8.457350994138771,40,0.199999999999649,0.09132038127958406,2.2002243263973162
149.5050778382841,-19.68042866371998,-9.150933077469816,40,0.199999999999649,0.09132038127958406,2.376494893818168
149.50498091127196,-19.681354391039278,-11.1669361171136,40,0.199999999999649,0.08625531914893561,2.888852423649423
149.5049802057776,-19.68136075502816,-10.838225219773456,40,0.199999999999649,0.08625531914893561,2.805312121964126
149.50496598275615,-19.681494594859622,-11.368965975599679,40,0.199999999999649,0.08625531914893561,2.9401973502161267
149.50486662214416,-19.682438577190464,-13.429729186426485,40,0.199999999999649,0.09462365591397831,3.4639304715594688
149.50476676806773,-19.68342440192713,-13.093699803079346,40,0.199999999999649,0.10055504162812184,3.3785301731304287
149.50476539241006,-19.68343718012839,-12.146292298882578,40,0.199999999999649,0.10055504162812184,3.13775109081374
149.50476331533142,-19.68345633921011,-10.571052028485163,40,0.199999999999649,0.10055504162812184,2.737411311747043
149.50474589762854,-19.683629195748193,-13.486963426805012,40,0.199999999999649,0.10055504162812184,3.4784762294813087
149.50472192546076,-19.683859265187102,-11.702628989790647,40,0.199999999999649,0.10527568062228304,3.02499617469837
149.50471850503646,-19.68389117060085,-10.681007393217293,40,0.199999999999649,0.10527568062228304,2.7653559368757445
149.50470386439113,-19.684031645231087,-12.773059301367205,40,0.199999999999649,0.10527568062228304,3.297040919086761
149.5047002646865,-19.684063447137035,-10.592162833375525,40,0.199999999999649,0.10527568062228304,2.742776521751988
149.50469891440272,-19.684076197730903,-10.860087380917307,40,0.199999999999649,0.10527568062228304,2.810868262948295
149.50467826494878,-19.684267251090127,-11.265850205702606,40,0.199999999999649,0.10527568062228304,2.913990947169334
149.50467680724935,-19.68427995612826,-10.35732220975747,40,0.199999999999649,0.10527568062228304,2.683092905773552
149.5046657117546,-19.684381771311358,-10.409349290255314,40,0.199999999999649,0.10527568062228304,2.696315347943382
149.50466442625174,-19.684394531720123,-11.710549406142903,40,0.199999999999649,0.10527568062228304,3.027009130118703
149.50466305140188,-19.684407261930573,-11.903141345105745,40,0.199999999999649,0.10527568062228304,3.075955449700498
149.50466145898372,-19.68441991482395,-9.382591060571876,40,0.199999999999649,0.10527568062228304,2.43536965772414
149.5046155559105,-19.684839612471716,-9.996251028393033,40,0.199999999999649,0.10971822886716487,2.5913284184068814
149.50460722643174,-19.684915905995044,-10.027054572458908,40,0.199999999999649,0.10971822886716487,2.5991570001431845
149.5044998898244,-19.685928226195827,-9.34374358897778,40,0.09999999999964757,0.1091337386018231,2.4000822760091647
149.5044953433542,-19.68597286280811,-9.891628841071295,40,0.09999999999964757,0.1091337386018231,2.5393246930069466
149.5043912185635,-19.686999179366666,-12.174939635346533,40,0.09999999999964757,0.12112986060161382,3.1196171881224175
149.50433397748216,-19.687553406158646,-10.992984321570695,40,0.09999999999964757,0.13286716503737692,2.819228899301007
149.50428060895186,-19.688056665870878,-13.511468190224988,40,0.09999999999964757,0.13286716503737692,3.4592895378851054
149.50420333001387,-19.688770688054863,-9.84819565458777,40,0.09999999999964757,0.13823877068557885,2.528286364498284
149.50411575461968,-19.689614834387125,-7.532168215561036,40,0.09999999999964757,0.12969696969696906,1.9396790572615692
149.5038808207563,-19.691828312408212,-7.672162098766208,40,0.199999999999649,0.14526173590003474,2.00067238090131
149.50380484835912,-19.69257071195137,-7.4652027502896345,40,0.199999999999649,0.1406547746973279,1.9480746388635573
149.50373853357064,-19.693222027801415,-12.715834383783971,40,0.199999999999649,0.13599943072653517,3.282497559603193
149.5032677550268,-19.69770626217032,-10.062246455936318,40,0.09999999999964757,0.10989080265676057,2.58268637729026
149.50302602275133,-19.699991198038145,-13.034337949853622,40,0.09999999999964757,0.09809630459126625,3.3380292662303255
149.5030143133869,-19.700105305392185,-12.300686425239775,40,0.09999999999964757,0.10143337066069352,3.151575229761559
149.50291723740588,-19.701023887714936,-10.412496040492186,40,0.09999999999964757,0.11956796589964945,2.67170067001693
149.50273083290594,-19.702820786135238,-7.329977625013356,40,0.199999999999649,0.12973533990659109,1.9137078443372433
149.5026236091329,-19.703810674329517,-8.13136617241836,40,0.199999999999649,0.1320601971977163,2.117376942904132
149.5025800176238,-19.70420688297046,-11.321361504394517,40,0.199999999999649,0.1320601971977163,2.928099047944419
149.50238287534776,-19.706096887522683,-13.34861402207401,40,0.09999999999964757,0.1109064902556773,3.4179010787212074
149.50194445952542,-19.710289223985274,-10.31523064000831,40,0.09999999999964757,0.11181926125605762,2.6469811585373773
149.50182316185013,-19.711411380418657,-12.147328853789134,40,0.09999999999964757,0.11862024500322468,3.112600220686458
149.50181711341264,-19.711468795987635,-13.3067716369996,40,0.09999999999964757,0.11862024500322468,3.4072670746574634
149.50181004599213,-19.711532475778878,-10.137815476473136,40,0.09999999999964757,0.11862024500322468,2.601891979209686
149.5017118380104,-19.71246517857786,-11.91226505116586,40,0.09999999999964757,0.14056682822640257,3.052859886107908
149.50163657593993,-19.71317532422658,-7.493519522594852,40,0.09999999999964757,0.13689969604863175,1.929856779397057
149.5015858829243,-19.71364855961132,-12.749000086987522,40,0.09999999999964757,0.1203924260163908,3.265512116282554
149.50153168106766,-19.714146477460524,-9.970601495333213,40,0.09999999999964757,0.1203924260163908,2.5593953804635152
149.50148174033504,-19.71461853588599,-12.669385177408486,40,0.09999999999964757,0.13023335621139334,3.2452783979410644
149.5014700459924,-19.714733250668537,-13.538960331943024,40,0.09999999999964757,0.13023335621139334,3.466276780023711
149.50144756746963,-19.714949785183975,-8.634090110020054,40,0.09999999999964757,0.13023335621139334,2.2197273807822007
149.50138283584988,-19.715588008482538,-13.086857592227943,40,0.09999999999964757,0.13016385424309213,3.3513770067513082
149.5013828264497,-19.71558800524464,-12.969483180417733,40,0.09999999999964757,0.13016385424309213,3.3215468594117716
149.5011873840727,-19.717412960414876,-7.846446712151668,40,0.09999999999964757,0.12211001078537115,2.0195515743437737
149.50117608947627,-19.717521466984742,-8.225130842132735,40,0.09999999999964757,0.12211001078537115,2.115792341894982
149.50113390607228,-19.717929566752936,-8.184209629218685,40,0.09999999999964757,0.12211001078537115,2.1053924071927757
149.50092316298475,-19.71995971357881,-10.75446432136831,40,0.09999999999964757,0.11486357947434223,2.7586103823480697
149.5008876679463,-19.720286148282952,-7.826009748235521,40,0.09999999999964757,0.11486357947434223,2.014357614082352
149.50083265094014,-19.72079846888899,-10.8646297055542,40,0.09999999999964757,0.13289856253906104,2.7866084077257463
149.5007285941572,-19.721783449154955,-11.050624827016314,40,0.09999999999964757,0.1200970709407975,2.8338781909565776
149.5005304623827,-19.723667035364482,-10.713941371803884,40,0.09999999999964757,0.1188743994509261,2.7483117032451574
149.50043624793284,-19.724573886402595,-12.84268135021847,40,0.09999999999964757,0.12227411635818533,3.2893208316187605
149.50042873381838,-19.724644059280664,-10.403690435906064,40,0.09999999999964757,0.12227411635818533,2.669462905313436
149.50034102246087,-19.72548029902282,-10.016401308535087,40,0.09999999999964757,0.1072290103945519,2.5710352178776117
149.50030371307224,-19.725831400858382,-12.016163686927158,40,0.09999999999964757,0.1072290103945519,3.079265313323583
149.50013978859576,-19.72734981436091,-9.044305615413364,40,0.09999999999964757,0.11409939227851065,2.3239817678100687
149.50010767136501,-19.727668120824525,-9.072699232749528,40,0.09999999999964757,0.11409939227851065,2.331197866817178
149.5000563335214,-19.728184031235294,-10.863357338085002,40,0.09999999999964757,0.10462161951523558,2.786285086483828
149.50004457961816,-19.728298686884813,-7.8449967364622,40,0.09999999999964757,0.10462161951523558,2.019183102461152
149.49983373158662,-19.73030065955506,-10.82079723978142,40,0.09999999999964757,0.11694890722246348,2.7754686445393855
149.49983237783346,-19.73031343621966,-10.638367393306225,40,0.09999999999964757,0.11694890722246348,2.7291049672727126
149.4998057532777,-19.730569085360404,-11.02398809556027,40,0.09999999999964757,0.11694890722246348,2.8271086335153783
149.49979199718365,-19.730703370170907,-12.880578757470467,40,0.09999999999964757,0.11140435416512161,3.2989523144058177
149.49976154445108,-19.730997428317007,-10.836745875714755,40,0.09999999999964757,0.11140435416512161,2.7795219099818453
149.4995740356047,-19.732791540525238,-8.792278936707191,40,0.09999999999964757,0.12513405985123668,2.25993036823965
149.4995291755232,-19.733203899521467,-12.917503093892293,40,0.09999999999964757,0.12513405985123668,3.3083364800958344
149.4993386745778,-19.73503376475138,-9.980385281147328,40,0.09999999999964757,0.11246200607902719,2.5618819449174834
149.49928223294677,-19.735588450017854,-10.070959838772552,40,0.09999999999964757,0.10958820476815481,2.584901029349646
149.49922059809964,-19.736174095926607,-12.235534903260358,40,0.09999999999964757,0.11567629179331379,3.135017488732875
149.4991635441594,-19.736690615494055,-10.80777975598729,40,0.09999999999964757,0.11567629179331379,2.7721603353138495
149.49904596891912,-19.73778165776072,-8.135967901297548,40,0.09999999999964757,0.09999999999999976,2.093132089559237
149.49898667900084,-19.738380337137496,-9.95329525093296,40,0.09999999999964757,0.0925685705497682,2.5549971714750526
149.49896366822998,-19.738609754460075,-8.554752731940212,40,0.09999999999964757,0.0925685705497682,2.199564238626277
149.4988643438683,-19.739555646355637,-8.703074715231345,40,0.09999999999964757,0.09548591144335718,2.2372595651542446
149.49877459108095,-19.74040569758041,-9.091021476355735,40,0.09999999999964757,0.08825926024551917,2.3358543966668304
149.498604921041,-19.74205963583896,-12.06371549908981,40,0.09999999999964757,0.0925406758448053,3.0913504148408864
149.49814636114886,-19.746443824543594,-8.718236205585995,40,0.199999999999649,0.10115102895012225,2.266527302835405
149.49810736375494,-19.74681400043306,-9.116927585364834,40,0.199999999999649,0.1049645390070923,2.3678528240325605
149.49809329201722,-19.746948105647462,-8.539644217317331,40,0.199999999999649,0.1049645390070923,2.2211390022523463
149.49802562450364,-19.747606044280857,-8.588265929022917,40,0.199999999999649,0.1049645390070923,2.2334959681891298
149.4979761855059,-19.74809753008936,-7.270265091250231,40,0.09999999999964757,0.09939783219590603,1.8731177935653778
149.49787168069977,-19.749136769068304,-7.84150528121188,40,0.09999999999964757,0.0988342404750118,2.0182957462190454
149.49786238555572,-19.749225956181075,-7.417242999557118,40,0.09999999999964757,0.0988342404750118,1.910471507863269
149.49783913326198,-19.749449006684973,-8.040694056468311,40,0.09999999999964757,0.0988342404750118,2.068918628157664
149.49776057678153,-19.750195426931572,-11.710422464179466,40,0.09999999999964757,0.09709164879872541,3.0015626324274605
149.4976452788586,-19.751288517470787,-10.670343584286769,40,0.09999999999964757,0.09949709864603504,2.7372315419817843
149.49759048855026,-19.75179899356669,-10.822774126176157,40,0.09999999999964757,0.1051640356897739,2.77597105186425
149.4975877958489,-19.75182449988802,-11.922243087723857,40,0.09999999999964757,0.1051640356897739,3.0553958549795626
149.49752312357236,-19.752423141050194,-11.566720598262464,40,0.09999999999964757,0.10590084896761319,2.9650415304491893
149.49750763007006,-19.752569710050032,-11.113548466508014,40,0.09999999999964757,0.10590084896761319,2.8498699939220447
149.49747868535565,-19.75285038064836,-12.223938302504578,40,0.09999999999964757,0.10590084896761319,3.13207028297752
149.4974626190545,-19.75301006548586,-12.186956894212194,40,0.09999999999964757,0.10590084896761319,3.122671628985172
149.49744139025228,-19.75322759440327,-12.391887154575606,40,0.09999999999964757,0.10403173458348405,3.1747536692974134
149.49739909057183,-19.75366258684982,-10.570588551559425,40,0.09999999999964757,0.10403173458348405,2.7118792622624555
149.49738403219118,-19.753815978264228,-9.404381991570965,40,0.09999999999964757,0.10403173458348405,2.4154934112553352
149.49738167784062,-19.753841592958434,-11.29045272768154,40,0.09999999999964757,0.10403173458348405,2.8948293049806777
149.4973549715009,-19.75410973483812,-9.453804944904505,40,0.09999999999964757,0.1043395153032206,2.428054011606274
149.49730911704552,-19.754555523836615,-12.278655233316854,40,0.09999999999964757,0.1043395153032206,3.145976254578707
149.49729639651667,-19.754676362332052,-12.926408188894598,40,0.09999999999964757,0.1043395153032206,3.310599582288497
149.4972856312365,-19.754778103098907,-13.278843860419805,40,0.09999999999964757,0.1043395153032206,3.400169434651385
149.49727742863314,-19.754854371515236,-12.126949089604338,40,0.09999999999964757,0.1043395153032206,3.1074208659018407
149.49725229245516,-19.755089649964063,-10.824342867255424,40,0.199999999999649,0.11388044579533917,2.8017842323462405
149.49722596206428,-19.755337873830015,-10.597218119230504,40,0.199999999999649,0.11388044579533917,2.7440615593983635
